Order,Family,Subfamily,Tribe,Genus,Common_name,Scientific_name,S_value,Source_S,F_value,Source_F,L_value,Source_L
STRUTHIONIFORMES,Struthionidae,Struthionidae,Struthionidae,Struthio,Common Ostrich,Struthio camelus,,,3.50,del Hoyo et al. 1992,50.00,Carey and Judge 2000
STRUTHIONIFORMES,Struthionidae,Struthionidae,Struthionidae,Struthio,Somali Ostrich,Struthio molybdophanes,,,,,,
STRUTHIONIFORMES,Rheidae,Rheidae,Rheidae,Rhea,Greater Rhea,Rhea americana,,,2.00,del Hoyo et al. 1992,50.00,Atanasov 2012
STRUTHIONIFORMES,Rheidae,Rheidae,Rheidae,Rhea,Lesser Rhea,Rhea pennata,,,3.00,del Hoyo et al. 1992,,
STRUTHIONIFORMES,Rheidae,Rheidae,Rheidae,Rhea,Puna Rhea,Rhea tarapacensis,,,,,,
STRUTHIONIFORMES,Tinamidae,Tinamidae,Tinamidae,Nothocercus,Tawny-breasted Tinamou,Nothocercus julius,,,,,,
STRUTHIONIFORMES,Tinamidae,Tinamidae,Tinamidae,Nothocercus,Highland Tinamou,Nothocercus bonapartei,,,,,,
STRUTHIONIFORMES,Tinamidae,Tinamidae,Tinamidae,Nothocercus,Hooded Tinamou,Nothocercus nigrocapillus,,,,,,
STRUTHIONIFORMES,Tinamidae,Tinamidae,Tinamidae,Tinamus,Grey Tinamou,Tinamus tao,,,,,,
STRUTHIONIFORMES,Tinamidae,Tinamidae,Tinamidae,Tinamus,Solitary Tinamou,Tinamus solitarius,,,,,15.00,Carey and Judge 2000
STRUTHIONIFORMES,Tinamidae,Tinamidae,Tinamidae,Tinamus,Black Tinamou,Tinamus osgoodi,,,,,,
STRUTHIONIFORMES,Tinamidae,Tinamidae,Tinamidae,Tinamus,Great Tinamou,Tinamus major,,,,,,
STRUTHIONIFORMES,Tinamidae,Tinamidae,Tinamidae,Tinamus,White-throated Tinamou,Tinamus guttatus,,,,,,
STRUTHIONIFORMES,Tinamidae,Tinamidae,Tinamidae,Crypturellus,Berlepsch's Tinamou,Crypturellus berlepschi,,,,,,
STRUTHIONIFORMES,Tinamidae,Tinamidae,Tinamidae,Crypturellus,Cinereous Tinamou,Crypturellus cinereus,,,,,,
STRUTHIONIFORMES,Tinamidae,Tinamidae,Tinamidae,Crypturellus,Tepui Tinamou,Crypturellus ptaritepui,,,,,,
STRUTHIONIFORMES,Tinamidae,Tinamidae,Tinamidae,Crypturellus,Little Tinamou,Crypturellus soui,,,,,,
STRUTHIONIFORMES,Tinamidae,Tinamidae,Tinamidae,Crypturellus,Brown Tinamou,Crypturellus obsoletus,,,,,,
STRUTHIONIFORMES,Tinamidae,Tinamidae,Tinamidae,Crypturellus,Undulated Tinamou,Crypturellus undulatus,,,,,,
STRUTHIONIFORMES,Tinamidae,Tinamidae,Tinamidae,Crypturellus,Brazilian Tinamou,Crypturellus strigulosus,,,,,,
STRUTHIONIFORMES,Tinamidae,Tinamidae,Tinamidae,Crypturellus,Grey-legged Tinamou,Crypturellus duidae,,,,,,
STRUTHIONIFORMES,Tinamidae,Tinamidae,Tinamidae,Crypturellus,Red-legged Tinamou,Crypturellus erythropus,,,,,,
STRUTHIONIFORMES,Tinamidae,Tinamidae,Tinamidae,Crypturellus,Yellow-legged Tinamou,Crypturellus noctivagus,,,,,,
STRUTHIONIFORMES,Tinamidae,Tinamidae,Tinamidae,Crypturellus,Black-capped Tinamou,Crypturellus atrocapillus,,,,,,
STRUTHIONIFORMES,Tinamidae,Tinamidae,Tinamidae,Crypturellus,Western Thicket Tinamou,Crypturellus occidentalis,,,,,,
STRUTHIONIFORMES,Tinamidae,Tinamidae,Tinamidae,Crypturellus,Eastern Thicket Tinamou,Crypturellus cinnamomeus,,,,,,
STRUTHIONIFORMES,Tinamidae,Tinamidae,Tinamidae,Crypturellus,Pale-browed Tinamou,Crypturellus transfasciatus,,,,,,
STRUTHIONIFORMES,Tinamidae,Tinamidae,Tinamidae,Crypturellus,Slaty-breasted Tinamou,Crypturellus boucardi,,,,,,
STRUTHIONIFORMES,Tinamidae,Tinamidae,Tinamidae,Crypturellus,Choco Tinamou,Crypturellus kerriae,,,,,,
STRUTHIONIFORMES,Tinamidae,Tinamidae,Tinamidae,Crypturellus,Variegated Tinamou,Crypturellus variegatus,,,,,,
STRUTHIONIFORMES,Tinamidae,Tinamidae,Tinamidae,Crypturellus,Rusty Tinamou,Crypturellus brevirostris,,,,,,
STRUTHIONIFORMES,Tinamidae,Tinamidae,Tinamidae,Crypturellus,Bartlett's Tinamou,Crypturellus bartletti,,,,,,
STRUTHIONIFORMES,Tinamidae,Tinamidae,Tinamidae,Crypturellus,Barred Tinamou,Crypturellus casiquiare,,,,,,
STRUTHIONIFORMES,Tinamidae,Tinamidae,Tinamidae,Crypturellus,Small-billed Tinamou,Crypturellus parvirostris,,,,,,
STRUTHIONIFORMES,Tinamidae,Tinamidae,Tinamidae,Crypturellus,Tataupa Tinamou,Crypturellus tataupa,,,,,,
STRUTHIONIFORMES,Tinamidae,Tinamidae,Tinamidae,Rhynchotus,Red-winged Tinamou,Rhynchotus rufescens,,,,,,
STRUTHIONIFORMES,Tinamidae,Tinamidae,Tinamidae,Rhynchotus,Huayco Tinamou,Rhynchotus maculicollis,,,,,,
STRUTHIONIFORMES,Tinamidae,Tinamidae,Tinamidae,Nothoprocta,Taczanowski's Tinamou,Nothoprocta taczanowskii,,,,,,
STRUTHIONIFORMES,Tinamidae,Tinamidae,Tinamidae,Nothoprocta,Ornate Tinamou,Nothoprocta ornata,,,,,,
STRUTHIONIFORMES,Tinamidae,Tinamidae,Tinamidae,Nothoprocta,Chilean Tinamou,Nothoprocta perdicaria,,,,,,
STRUTHIONIFORMES,Tinamidae,Tinamidae,Tinamidae,Nothoprocta,Brushland Tinamou,Nothoprocta cinerascens,,,,,,
STRUTHIONIFORMES,Tinamidae,Tinamidae,Tinamidae,Nothoprocta,Andean Tinamou,Nothoprocta pentlandii,,,,,,
STRUTHIONIFORMES,Tinamidae,Tinamidae,Tinamidae,Nothoprocta,Curve-billed Tinamou,Nothoprocta curvirostris,,,,,,
STRUTHIONIFORMES,Tinamidae,Tinamidae,Tinamidae,Nothura,White-bellied Nothura,Nothura boraquira,,,,,,
STRUTHIONIFORMES,Tinamidae,Tinamidae,Tinamidae,Nothura,Lesser Nothura,Nothura minor,,,,,,
STRUTHIONIFORMES,Tinamidae,Tinamidae,Tinamidae,Nothura,Darwin's Nothura,Nothura darwinii,,,,,5.00,Davies 2002
STRUTHIONIFORMES,Tinamidae,Tinamidae,Tinamidae,Nothura,Spotted Nothura,Nothura maculosa,,,,,4.00,Bump and Bump 1969
STRUTHIONIFORMES,Tinamidae,Tinamidae,Tinamidae,Nothura,Chaco Nothura,Nothura chacoensis,,,,,,
STRUTHIONIFORMES,Tinamidae,Tinamidae,Tinamidae,Taoniscus,Dwarf Tinamou,Taoniscus nanus,,,,,,
STRUTHIONIFORMES,Tinamidae,Tinamidae,Tinamidae,Eudromia,Elegant Crested Tinamou,Eudromia elegans,,,,,,
STRUTHIONIFORMES,Tinamidae,Tinamidae,Tinamidae,Eudromia,Quebracho Crested Tinamou,Eudromia formosa,,,,,,
STRUTHIONIFORMES,Tinamidae,Tinamidae,Tinamidae,Tinamotis,Puna Tinamou,Tinamotis pentlandii,,,,,,
STRUTHIONIFORMES,Tinamidae,Tinamidae,Tinamidae,Tinamotis,Patagonian Tinamou,Tinamotis ingoufi,,,,,,
STRUTHIONIFORMES,Casuariidae,Casuariidae,Casuariidae,Casuarius,Southern Cassowary,Casuarius casuarius,,,4.00,P. Bennett in litt. 2002,30.00,Kohler et al. 2006
STRUTHIONIFORMES,Casuariidae,Casuariidae,Casuariidae,Casuarius,Dwarf Cassowary,Casuarius bennetti,,,3.50,del Hoyo et al. 1992,26.00,Carey and Judge 2000
STRUTHIONIFORMES,Casuariidae,Casuariidae,Casuariidae,Casuarius,Northern Cassowary,Casuarius unappendiculatus,,,3.50,del Hoyo et al. 1992,22.00,Carey and Judge 2000
STRUTHIONIFORMES,Casuariidae,Casuariidae,Casuariidae,Dromaius,Common Emu,Dromaius novaehollandiae,,,2.00,del Hoyo et al. 1992,30.00,Swarbrick 2009
STRUTHIONIFORMES,Casuariidae,Casuariidae,Casuariidae,Dromaius,King Island Emu,Dromaius minor,,,,,,
STRUTHIONIFORMES,Casuariidae,Casuariidae,Casuariidae,Dromaius,Kangaroo Island Emu,Dromaius baudinianus,,,,,,
STRUTHIONIFORMES,Apterygidae,Apterygidae,Apterygidae,Apteryx,Great Spotted Kiwi,Apteryx haastii,,,,,15.00,C. Sekercoglu in litt. 2008a
STRUTHIONIFORMES,Apterygidae,Apterygidae,Apterygidae,Apteryx,Little Spotted Kiwi,Apteryx owenii,,,2.50,del Hoyo et al. 1992,27.00,Myhrvold et al. 2015
STRUTHIONIFORMES,Apterygidae,Apterygidae,Apterygidae,Apteryx,Northern Brown Kiwi,Apteryx mantelli,,,2.00,del Hoyo et al. 1992,20.00,Flower 1938
STRUTHIONIFORMES,Apterygidae,Apterygidae,Apterygidae,Apteryx,Southern Brown Kiwi,Apteryx australis,,,2.00,del Hoyo et al. 1992,35.00,Tacutu et al. 2018
STRUTHIONIFORMES,Apterygidae,Apterygidae,Apterygidae,Apteryx,Okarito Kiwi,Apteryx rowi,,,4.00,Tacutu et al. 2018,,
GALLIFORMES,Megapodiidae,Megapodiidae,Megapodiidae,Alectura,Australian Brush-turkey,Alectura lathami,,,2.00,Jones et al. 1995,25.00,C. Sekercoglu in litt. 2008a
GALLIFORMES,Megapodiidae,Megapodiidae,Megapodiidae,Aepypodius,Wattled Brush-turkey,Aepypodius arfakianus,,,,,,
GALLIFORMES,Megapodiidae,Megapodiidae,Megapodiidae,Aepypodius,Waigeo Brush-turkey,Aepypodius bruijnii,,,,,,
GALLIFORMES,Megapodiidae,Megapodiidae,Megapodiidae,Talegalla,Red-billed Brush-turkey,Talegalla cuvieri,,,,,,
GALLIFORMES,Megapodiidae,Megapodiidae,Megapodiidae,Talegalla,Black-billed Brush-turkey,Talegalla fuscirostris,,,,,,
GALLIFORMES,Megapodiidae,Megapodiidae,Megapodiidae,Talegalla,Collared Brush-turkey,Talegalla jobiensis,,,,,,
GALLIFORMES,Megapodiidae,Megapodiidae,Megapodiidae,Leipoa,Malleefowl,Leipoa ocellata,,,3.50,Jones et al. 1995,28.50,Benshemesh 2007
GALLIFORMES,Megapodiidae,Megapodiidae,Megapodiidae,Macrocephalon,Maleo,Macrocephalon maleo,,,,,30.00,BirdLife International 2001
GALLIFORMES,Megapodiidae,Megapodiidae,Megapodiidae,Eulipoa,Moluccan Scrubfowl,Eulipoa wallacei,,,,,,
GALLIFORMES,Megapodiidae,Megapodiidae,Megapodiidae,Megapodius,Nicobar Scrubfowl,Megapodius nicobariensis,,,,,,
GALLIFORMES,Megapodiidae,Megapodiidae,Megapodiidae,Megapodius,Philippine Scrubfowl,Megapodius cumingii,,,,,,
GALLIFORMES,Megapodiidae,Megapodiidae,Megapodiidae,Megapodius,Sula Scrubfowl,Megapodius bernsteinii,,,,,,
GALLIFORMES,Megapodiidae,Megapodiidae,Megapodiidae,Megapodius,Tanimbar Scrubfowl,Megapodius tenimberensis,,,,,,
GALLIFORMES,Megapodiidae,Megapodiidae,Megapodiidae,Megapodius,Vanuatu Scrubfowl,Megapodius layardi,,,,,,
GALLIFORMES,Megapodiidae,Megapodiidae,Megapodiidae,Megapodius,Micronesian Scrubfowl,Megapodius laperouse,,,,,4.17*,BBL 2019
GALLIFORMES,Megapodiidae,Megapodiidae,Megapodiidae,Megapodius,Tongan Scrubfowl,Megapodius pritchardii,,,,,,
GALLIFORMES,Megapodiidae,Megapodiidae,Megapodiidae,Megapodius,Dusky Scrubfowl,Megapodius freycinet,,,,,,
GALLIFORMES,Megapodiidae,Megapodiidae,Megapodiidae,Megapodius,Biak Scrubfowl,Megapodius geelvinkianus,,,,,,
GALLIFORMES,Megapodiidae,Megapodiidae,Megapodiidae,Megapodius,New Guinea Scrubfowl,Megapodius decollatus,,,,,5.00,Sinclair 2007
GALLIFORMES,Megapodiidae,Megapodiidae,Megapodiidae,Megapodius,Melanesian Scrubfowl,Megapodius eremita,,,,,10.00,Tidemann and Gosler 2010
GALLIFORMES,Megapodiidae,Megapodiidae,Megapodiidae,Megapodius,Orange-footed Scrubfowl,Megapodius reinwardt,,,,,,
GALLIFORMES,Cracidae,Penelopinae,Penelopinae,Chamaepetes,Black Guan,Chamaepetes unicolor,,,,,,
GALLIFORMES,Cracidae,Penelopinae,Penelopinae,Chamaepetes,Sickle-winged Guan,Chamaepetes goudotii,,,,,,
GALLIFORMES,Cracidae,Penelopinae,Penelopinae,Penelopina,Highland Guan,Penelopina nigra,,,,,,
GALLIFORMES,Cracidae,Penelopinae,Penelopinae,Penelope,Band-tailed Guan,Penelope argyrotis,,,,,,
GALLIFORMES,Cracidae,Penelopinae,Penelopinae,Penelope,Bearded Guan,Penelope barbata,,,,,,
GALLIFORMES,Cracidae,Penelopinae,Penelopinae,Penelope,Baudo Guan,Penelope ortoni,,,,,,
GALLIFORMES,Cracidae,Penelopinae,Penelopinae,Penelope,Andean Guan,Penelope montagnii,,,,,,
GALLIFORMES,Cracidae,Penelopinae,Penelopinae,Penelope,Marail Guan,Penelope marail,,,,,,
GALLIFORMES,Cracidae,Penelopinae,Penelopinae,Penelope,Rusty-margined Guan,Penelope superciliaris,,,2.00,P. Bennett in litt. 2002,,
GALLIFORMES,Cracidae,Penelopinae,Penelopinae,Penelope,Red-faced Guan,Penelope dabbenei,,,,,,
GALLIFORMES,Cracidae,Penelopinae,Penelopinae,Penelope,Spix's Guan,Penelope jacquacu,,,,,,
GALLIFORMES,Cracidae,Penelopinae,Penelopinae,Penelope,Crested Guan,Penelope purpurascens,,,,,,
GALLIFORMES,Cracidae,Penelopinae,Penelopinae,Penelope,Cauca Guan,Penelope perspicax,,,,,,
GALLIFORMES,Cracidae,Penelopinae,Penelopinae,Penelope,White-winged Guan,Penelope albipennis,,,,,,
GALLIFORMES,Cracidae,Penelopinae,Penelopinae,Penelope,Dusky-legged Guan,Penelope obscura,,,,,,
GALLIFORMES,Cracidae,Penelopinae,Penelopinae,Penelope,White-crested Guan,Penelope pileata,,,,,,
GALLIFORMES,Cracidae,Penelopinae,Penelopinae,Penelope,Chestnut-bellied Guan,Penelope ochrogaster,,,,,,
GALLIFORMES,Cracidae,Penelopinae,Penelopinae,Penelope,White-browed Guan,Penelope jacucaca,,,,,,
GALLIFORMES,Cracidae,Penelopinae,Penelopinae,Pipile,Trinidad Piping-guan,Pipile pipile,,,,,,
GALLIFORMES,Cracidae,Penelopinae,Penelopinae,Pipile,Blue-throated Piping-guan,Pipile cumanensis,,,,,,
GALLIFORMES,Cracidae,Penelopinae,Penelopinae,Pipile,White-throated Piping-guan,Pipile grayi,,,,,,
GALLIFORMES,Cracidae,Penelopinae,Penelopinae,Pipile,Red-throated Piping-guan,Pipile cujubi,,,,,,
GALLIFORMES,Cracidae,Penelopinae,Penelopinae,Pipile,Black-fronted Piping-guan,Pipile jacutinga,,,,,,
GALLIFORMES,Cracidae,Penelopinae,Penelopinae,Aburria,Wattled Guan,Aburria aburri,,,,,,
GALLIFORMES,Cracidae,Oreophaseinae,Oreophaseinae,Oreophasis,Horned Guan,Oreophasis derbianus,,,,,,
GALLIFORMES,Cracidae,Ortalisinae,Ortalisinae,Ortalis,Plain Chachalaca,Ortalis vetula,0.73,Poole 2008,2.00,Poole 2008,8.80,del Hoyo et al. 1992
GALLIFORMES,Cracidae,Ortalisinae,Ortalisinae,Ortalis,Grey-headed Chachalaca,Ortalis cinereiceps,,,,,,
GALLIFORMES,Cracidae,Ortalisinae,Ortalisinae,Ortalis,Chestnut-winged Chachalaca,Ortalis garrula,,,,,,
GALLIFORMES,Cracidae,Ortalisinae,Ortalisinae,Ortalis,Rufous-vented Chachalaca,Ortalis ruficauda,,,,,,
GALLIFORMES,Cracidae,Ortalisinae,Ortalisinae,Ortalis,Rufous-headed Chachalaca,Ortalis erythroptera,,,,,,
GALLIFORMES,Cracidae,Ortalisinae,Ortalisinae,Ortalis,Rufous-bellied Chachalaca,Ortalis wagleri,,,,,,
GALLIFORMES,Cracidae,Ortalisinae,Ortalisinae,Ortalis,West Mexican Chachalaca,Ortalis poliocephala,,,1.25,Tacutu et al. 2018,,
GALLIFORMES,Cracidae,Ortalisinae,Ortalisinae,Ortalis,Chaco Chachalaca,Ortalis canicollis,,,,,,
GALLIFORMES,Cracidae,Ortalisinae,Ortalisinae,Ortalis,White-bellied Chachalaca,Ortalis leucogastra,,,1.25,Tacutu et al. 2018,,
GALLIFORMES,Cracidae,Ortalisinae,Ortalisinae,Ortalis,Colombian Chachalaca,Ortalis columbiana,,,,,,
GALLIFORMES,Cracidae,Ortalisinae,Ortalisinae,Ortalis,Speckled Chachalaca,Ortalis guttata,,,,,,
GALLIFORMES,Cracidae,Ortalisinae,Ortalisinae,Ortalis,East Brazilian Chachalaca,Ortalis araucuan,,,,,,
GALLIFORMES,Cracidae,Ortalisinae,Ortalisinae,Ortalis,Scaled Chachalaca,Ortalis squamata,,,,,,
GALLIFORMES,Cracidae,Ortalisinae,Ortalisinae,Ortalis,Little Chachalaca,Ortalis motmot,,,,,,
GALLIFORMES,Cracidae,Ortalisinae,Ortalisinae,Ortalis,Buff-browed Chachalaca,Ortalis superciliaris,,,,,,
GALLIFORMES,Cracidae,Cracinae,Cracinae,Nothocrax,Nocturnal Curassow,Nothocrax urumutum,,,,,,
GALLIFORMES,Cracidae,Cracinae,Cracinae,Crax,Great Curassow,Crax rubra,,,,,24.00,Carey and Judge 2000
GALLIFORMES,Cracidae,Cracinae,Cracinae,Crax,Blue-billed Curassow,Crax alberti,,,,,,
GALLIFORMES,Cracidae,Cracinae,Cracinae,Crax,Yellow-knobbed Curassow,Crax daubentoni,,,,,,
GALLIFORMES,Cracidae,Cracinae,Cracinae,Crax,Black Curassow,Crax alector,,,,,,
GALLIFORMES,Cracidae,Cracinae,Cracinae,Crax,Bare-faced Curassow,Crax fasciolata,,,,,,
GALLIFORMES,Cracidae,Cracinae,Cracinae,Crax,Belem Curassow,Crax pinima,,,,,,
GALLIFORMES,Cracidae,Cracinae,Cracinae,Crax,Wattled Curassow,Crax globulosa,,,,,20.00,Carey and Judge 2000
GALLIFORMES,Cracidae,Cracinae,Cracinae,Crax,Red-billed Curassow,Crax blumenbachii,,,2.00,Fowler and Cubas 2008,,
GALLIFORMES,Cracidae,Cracinae,Cracinae,Mitu,Crestless Curassow,Mitu tomentosum,,,2.00,P. Bennett in litt. 2002,,
GALLIFORMES,Cracidae,Cracinae,Cracinae,Mitu,Alagoas Curassow,Mitu mitu,,,,,,
GALLIFORMES,Cracidae,Cracinae,Cracinae,Mitu,Razor-billed Curassow,Mitu tuberosum,,,,,23.00,Tacutu et al. 2018
GALLIFORMES,Cracidae,Cracinae,Cracinae,Mitu,Salvin's Curassow,Mitu salvini,,,,,,
GALLIFORMES,Cracidae,Cracinae,Cracinae,Pauxi,Horned Curassow,Pauxi unicornis,,,,,,
GALLIFORMES,Cracidae,Cracinae,Cracinae,Pauxi,Sira Curassow,Pauxi koepckeae,,,,,,
GALLIFORMES,Cracidae,Cracinae,Cracinae,Pauxi,Helmeted Curassow,Pauxi pauxi,,,,,,
GALLIFORMES,Numididae,Numididae,Numididae,Numida,Helmeted Guineafowl,Numida meleagris,,,1.00,Smith et al. 2004,7.00,Smith et al. 2004
GALLIFORMES,Numididae,Numididae,Numididae,Agelastes,White-breasted Guineafowl,Agelastes meleagrides,,,,,,
GALLIFORMES,Numididae,Numididae,Numididae,Agelastes,Black Guineafowl,Agelastes niger,,,,,,
GALLIFORMES,Numididae,Numididae,Numididae,Acryllium,Vulturine Guineafowl,Acryllium vulturinum,,,,,,
GALLIFORMES,Numididae,Numididae,Numididae,Guttera,Plumed Guineafowl,Guttera plumifera,,,,,,
GALLIFORMES,Numididae,Numididae,Numididae,Guttera,Western Crested Guineafowl,Guttera verreauxi,,,,,,
GALLIFORMES,Numididae,Numididae,Numididae,Guttera,Eastern Crested Guineafowl,Guttera pucherani,,,,,,
GALLIFORMES,Numididae,Numididae,Numididae,Guttera,Southern Crested Guineafowl,Guttera edouardi,,,,,,
GALLIFORMES,Odontophoridae,Ptilopachinae,Ptilopachinae,Ptilopachus,Stone Partridge,Ptilopachus petrosus,,,,,,
GALLIFORMES,Odontophoridae,Ptilopachinae,Ptilopachinae,Ptilopachus,Nahan's Partridge,Ptilopachus nahani,,,,,,
GALLIFORMES,Odontophoridae,Odontophorinae,Odontophorinae,Philortyx,Banded Quail,Philortyx fasciatus,,,,,,
GALLIFORMES,Odontophoridae,Odontophorinae,Odontophorinae,Oreortyx,Mountain Quail,Oreortyx pictus,,,1.00,P. Bennett in litt. 2002,,
GALLIFORMES,Odontophoridae,Odontophorinae,Odontophorinae,Colinus,Northern Bobwhite,Colinus virginianus,0.56,Brennan et al. 2014,1.00,P. Bennett in litt. 2002,6.42,Bennett 1986
GALLIFORMES,Odontophoridae,Odontophorinae,Odontophorinae,Colinus,Black-throated Bobwhite,Colinus nigrogularis,,,,,,
GALLIFORMES,Odontophoridae,Odontophorinae,Odontophorinae,Colinus,Spot-bellied Bobwhite,Colinus leucopogon,,,,,,
GALLIFORMES,Odontophoridae,Odontophorinae,Odontophorinae,Colinus,Crested Bobwhite,Colinus cristatus,,,,,,
GALLIFORMES,Odontophoridae,Odontophorinae,Odontophorinae,Callipepla,Scaled Quail,Callipepla squamata,,,1.00,P. Bennett in litt. 2002,,
GALLIFORMES,Odontophoridae,Odontophorinae,Odontophorinae,Callipepla,Elegant Quail,Callipepla douglasii,,,,,,
GALLIFORMES,Odontophoridae,Odontophorinae,Odontophorinae,Callipepla,Gambel's Quail,Callipepla gambelii,0.40,Poole 2008,1.00,P. Bennett in litt. 2002,7.40,Bennett 1986
GALLIFORMES,Odontophoridae,Odontophorinae,Odontophorinae,Callipepla,California Quail,Callipepla californica,0.26,Poole 2008,1.00,P. Bennett in litt. 2002,9.60,"Terres 1980, Calkins et al. 2014"
GALLIFORMES,Odontophoridae,Odontophorinae,Odontophorinae,Dendrortyx,Bearded Wood-partridge,Dendrortyx barbatus,,,,,,
GALLIFORMES,Odontophoridae,Odontophorinae,Odontophorinae,Dendrortyx,Long-tailed Wood-partridge,Dendrortyx macroura,,,,,,
GALLIFORMES,Odontophoridae,Odontophorinae,Odontophorinae,Dendrortyx,Buffy-crowned Wood-partridge,Dendrortyx leucophrys,,,,,,
GALLIFORMES,Odontophoridae,Odontophorinae,Odontophorinae,Odontophorus,Marbled Wood-quail,Odontophorus gujanensis,,,,,,
GALLIFORMES,Odontophoridae,Odontophorinae,Odontophorinae,Odontophorus,Spot-winged Wood-quail,Odontophorus capueira,,,,,,
GALLIFORMES,Odontophoridae,Odontophorinae,Odontophorinae,Odontophorus,Black-eared Wood-quail,Odontophorus melanotis,,,,,,
GALLIFORMES,Odontophoridae,Odontophorinae,Odontophorinae,Odontophorus,Rufous-fronted Wood-quail,Odontophorus erythrops,,,,,,
GALLIFORMES,Odontophoridae,Odontophorinae,Odontophorinae,Odontophorus,Black-fronted Wood-quail,Odontophorus atrifrons,,,,,,
GALLIFORMES,Odontophoridae,Odontophorinae,Odontophorinae,Odontophorus,Chestnut Wood-quail,Odontophorus hyperythrus,,,,,,
GALLIFORMES,Odontophoridae,Odontophorinae,Odontophorinae,Odontophorus,Dark-backed Wood-quail,Odontophorus melanonotus,,,,,,
GALLIFORMES,Odontophoridae,Odontophorinae,Odontophorinae,Odontophorus,Rufous-breasted Wood-quail,Odontophorus speciosus,,,,,,
GALLIFORMES,Odontophoridae,Odontophorinae,Odontophorinae,Odontophorus,Tacarcuna Wood-quail,Odontophorus dialeucos,,,,,,
GALLIFORMES,Odontophoridae,Odontophorinae,Odontophorinae,Odontophorus,Gorgeted Wood-quail,Odontophorus strophium,,,,,,
GALLIFORMES,Odontophoridae,Odontophorinae,Odontophorinae,Odontophorus,Venezuelan Wood-quail,Odontophorus columbianus,,,,,,
GALLIFORMES,Odontophoridae,Odontophorinae,Odontophorinae,Odontophorus,Black-breasted Wood-quail,Odontophorus leucolaemus,,,,,,
GALLIFORMES,Odontophoridae,Odontophorinae,Odontophorinae,Odontophorus,Stripe-faced Wood-quail,Odontophorus balliviani,,,,,,
GALLIFORMES,Odontophoridae,Odontophorinae,Odontophorinae,Odontophorus,Starred Wood-quail,Odontophorus stellatus,,,,,,
GALLIFORMES,Odontophoridae,Odontophorinae,Odontophorinae,Odontophorus,Spotted Wood-quail,Odontophorus guttatus,,,,,,
GALLIFORMES,Odontophoridae,Odontophorinae,Odontophorinae,Rhynchortyx,Tawny-faced Quail,Rhynchortyx cinctus,,,,,,
GALLIFORMES,Odontophoridae,Odontophorinae,Odontophorinae,Dactylortyx,Singing Quail,Dactylortyx thoracicus,,,,,,
GALLIFORMES,Odontophoridae,Odontophorinae,Odontophorinae,Cyrtonyx,Montezuma Quail,Cyrtonyx montezumae,,,1.00,Poole 2008,,
GALLIFORMES,Odontophoridae,Odontophorinae,Odontophorinae,Cyrtonyx,Spot-breasted Quail,Cyrtonyx sallei,,,,,,
GALLIFORMES,Odontophoridae,Odontophorinae,Odontophorinae,Cyrtonyx,Ocellated Quail,Cyrtonyx ocellatus,,,,,,
GALLIFORMES,Phasianidae,Rollulinae,Rollulinae,Xenoperdix,Udzungwa Forest-partridge,Xenoperdix udzungwensis,,,,,,
GALLIFORMES,Phasianidae,Rollulinae,Rollulinae,Rollulus,Crested Partridge,Rollulus rouloul,,,,,,
GALLIFORMES,Phasianidae,Rollulinae,Rollulinae,Arborophila,Hill Partridge,Arborophila torqueola,,,,,,
GALLIFORMES,Phasianidae,Rollulinae,Rollulinae,Arborophila,Rufous-throated Partridge,Arborophila rufogularis,,,,,8.50,Bennett 1986
GALLIFORMES,Phasianidae,Rollulinae,Rollulinae,Arborophila,White-cheeked Partridge,Arborophila atrogularis,,,,,,
GALLIFORMES,Phasianidae,Rollulinae,Rollulinae,Arborophila,Taiwan Partridge,Arborophila crudigularis,,,,,,
GALLIFORMES,Phasianidae,Rollulinae,Rollulinae,Arborophila,Chestnut-breasted Partridge,Arborophila mandellii,,,,,,
GALLIFORMES,Phasianidae,Rollulinae,Rollulinae,Arborophila,Bar-backed Partridge,Arborophila brunneopectus,,,,,,
GALLIFORMES,Phasianidae,Rollulinae,Rollulinae,Arborophila,Sichuan Partridge,Arborophila rufipectus,,,,,,
GALLIFORMES,Phasianidae,Rollulinae,Rollulinae,Arborophila,Collared Partridge,Arborophila gingica,,,,,,
GALLIFORMES,Phasianidae,Rollulinae,Rollulinae,Arborophila,Orange-necked Partridge,Arborophila davidi,,,,,,
GALLIFORMES,Phasianidae,Rollulinae,Rollulinae,Arborophila,Chestnut-headed Partridge,Arborophila cambodiana,,,,,,
GALLIFORMES,Phasianidae,Rollulinae,Rollulinae,Arborophila,Malay Partridge,Arborophila campbelli,,,,,,
GALLIFORMES,Phasianidae,Rollulinae,Rollulinae,Arborophila,Tan-breasted Partridge,Arborophila rolli,,,,,15.00,C. Sekercoglu in litt. 2008a
GALLIFORMES,Phasianidae,Rollulinae,Rollulinae,Arborophila,Sumatran Partridge,Arborophila sumatrana,,,,,,
GALLIFORMES,Phasianidae,Rollulinae,Rollulinae,Arborophila,White-faced Partridge,Arborophila orientalis,,,,,,
GALLIFORMES,Phasianidae,Rollulinae,Rollulinae,Arborophila,Chestnut-bellied Partridge,Arborophila javanica,,,,,,
GALLIFORMES,Phasianidae,Rollulinae,Rollulinae,Arborophila,Red-billed Partridge,Arborophila rubrirostris,,,,,,
