Order,Family,Subfamily,Tribe,Genus,Common_name,Scientific_name,S_value,Source_S,F_value,Source_F,L_value,Source_L
PASSERIFORMES,Pittidae,Pittidae,Pittidae,Hydrornis,Giant Pitta,Hydrornis caeruleus,,,,,,
PASSERIFORMES,Pittidae,Pittidae,Pittidae,Hydrornis,Schneider's Pitta,Hydrornis schneideri,,,,,,
PASSERIFORMES,Pittidae,Pittidae,Pittidae,Hydrornis,Blue Pitta,Hydrornis cyaneus,,,,,,
PASSERIFORMES,Pittidae,Pittidae,Pittidae,Hydrornis,Gurney's Pitta,Hydrornis gurneyi,,,,,,
PASSERIFORMES,Pittidae,Pittidae,Pittidae,Hydrornis,Bar-bellied Pitta,Hydrornis elliotii,,,,,,
PASSERIFORMES,Pittidae,Pittidae,Pittidae,Hydrornis,Javan Banded Pitta,Hydrornis guajanus,,,,,,
PASSERIFORMES,Pittidae,Pittidae,Pittidae,Hydrornis,Bornean Banded Pitta,Hydrornis schwaneri,,,,,,
PASSERIFORMES,Pittidae,Pittidae,Pittidae,Hydrornis,Malay Banded Pitta,Hydrornis irena,,,,,,
PASSERIFORMES,Pittidae,Pittidae,Pittidae,Hydrornis,Blue-headed Pitta,Hydrornis baudii,,,,,,
PASSERIFORMES,Pittidae,Pittidae,Pittidae,Pitta,Green-breasted Pitta,Pitta reichenowi,,,,,,
PASSERIFORMES,Pittidae,Pittidae,Pittidae,Pitta,African Pitta,Pitta angolensis,,,,,,
PASSERIFORMES,Pittidae,Pittidae,Pittidae,Pitta,Indian Pitta,Pitta brachyura,,,,,,
PASSERIFORMES,Pittidae,Pittidae,Pittidae,Pitta,Blue-winged Pitta,Pitta moluccensis,,,,,5.60,C. Sekercoglu in litt. 2008e
PASSERIFORMES,Pittidae,Pittidae,Pittidae,Pitta,Mangrove Pitta,Pitta megarhyncha,,,,,,
PASSERIFORMES,Pittidae,Pittidae,Pittidae,Pitta,Fairy Pitta,Pitta nympha,,,,,,
PASSERIFORMES,Pittidae,Pittidae,Pittidae,Pitta,Elegant Pitta,Pitta elegans,,,,,,
PASSERIFORMES,Pittidae,Pittidae,Pittidae,Pitta,Western Hooded Pitta,Pitta sordida,,,,,,
PASSERIFORMES,Pittidae,Pittidae,Pittidae,Pitta,Eastern Hooded Pitta,Pitta novaeguineae,,,,,,
PASSERIFORMES,Pittidae,Pittidae,Pittidae,Pitta,Biak Hooded Pitta,Pitta rosenbergii,,,,,,
PASSERIFORMES,Pittidae,Pittidae,Pittidae,Pitta,Azure-breasted Pitta,Pitta steerii,,,,,,
PASSERIFORMES,Pittidae,Pittidae,Pittidae,Pitta,Noisy Pitta,Pitta versicolor,,,,,,
PASSERIFORMES,Pittidae,Pittidae,Pittidae,Pitta,Ivory-breasted Pitta,Pitta maxima,,,,,,
PASSERIFORMES,Pittidae,Pittidae,Pittidae,Pitta,Morotai Pitta,Pitta morotaiensis,,,,,,
PASSERIFORMES,Pittidae,Pittidae,Pittidae,Pitta,Black-faced Pitta,Pitta anerythra,,,,,,
PASSERIFORMES,Pittidae,Pittidae,Pittidae,Pitta,Superb Pitta,Pitta superba,,,,,,
PASSERIFORMES,Pittidae,Pittidae,Pittidae,Pitta,Rainbow Pitta,Pitta iris,,,,,9.00,C. Sekercoglu in litt. 2008e
PASSERIFORMES,Philepittidae,Philepittidae,Philepittidae,Philepitta,Velvet Asity,Philepitta castanea,,,,,,
PASSERIFORMES,Philepittidae,Philepittidae,Philepittidae,Philepitta,Schlegel's Asity,Philepitta schlegeli,,,,,,
PASSERIFORMES,Philepittidae,Philepittidae,Philepittidae,Neodrepanis,Common Sunbird-Asity,Neodrepanis coruscans,,,,,,
PASSERIFORMES,Philepittidae,Philepittidae,Philepittidae,Neodrepanis,Yellow-bellied Sunbird-asity,Neodrepanis hypoxantha,,,,,,
PASSERIFORMES,Eurylaimidae,Eurylaimidae,Eurylaimidae,Pseudocalyptomena,Grauer's Broadbill,Pseudocalyptomena graueri,,,,,,
PASSERIFORMES,Eurylaimidae,Eurylaimidae,Eurylaimidae,Psarisomus,Long-tailed Broadbill,Psarisomus dalhousiae,,,,,,
PASSERIFORMES,Eurylaimidae,Eurylaimidae,Eurylaimidae,Corydon,Dusky Broadbill,Corydon sumatranus,,,,,,
PASSERIFORMES,Eurylaimidae,Eurylaimidae,Eurylaimidae,Cymbirhynchus,Black-and-red Broadbill,Cymbirhynchus macrorhynchos,,,,,5.00,McClure 1998
PASSERIFORMES,Eurylaimidae,Eurylaimidae,Eurylaimidae,Cymbirhynchus,Irrawaddy Broadbill,Cymbirhynchus affinis,,,,,,
PASSERIFORMES,Eurylaimidae,Eurylaimidae,Eurylaimidae,Serilophus,Silver-breasted Broadbill,Serilophus lunatus,,,,,,
PASSERIFORMES,Eurylaimidae,Eurylaimidae,Eurylaimidae,Serilophus,Grey-browed Broadbill,Serilophus rubropygius,,,,,,
PASSERIFORMES,Eurylaimidae,Eurylaimidae,Eurylaimidae,Eurylaimus,Javan Broadbill,Eurylaimus javanicus,,,,,,
PASSERIFORMES,Eurylaimidae,Eurylaimidae,Eurylaimidae,Eurylaimus,Banded Broadbill,Eurylaimus harterti,,,,,,
PASSERIFORMES,Eurylaimidae,Eurylaimidae,Eurylaimidae,Eurylaimus,Black-and-yellow Broadbill,Eurylaimus ochromalus,,,,,,
PASSERIFORMES,Eurylaimidae,Eurylaimidae,Eurylaimidae,Sarcophanops,Visayan Wattled Broadbill,Sarcophanops samarensis,,,,,,
PASSERIFORMES,Eurylaimidae,Eurylaimidae,Eurylaimidae,Sarcophanops,Mindanao Wattled Broadbill,Sarcophanops steerii,,,,,,
PASSERIFORMES,Sapayoidae,Sapayoidae,Sapayoidae,Sapayoa,Sapayoa,Sapayoa aenigma,,,,,,
PASSERIFORMES,Calyptomenidae,Calyptomenidae,Calyptomenidae,Smithornis,African Broadbill,Smithornis capensis,,,,,,
PASSERIFORMES,Calyptomenidae,Calyptomenidae,Calyptomenidae,Smithornis,Grey-headed Broadbill,Smithornis sharpei,,,,,,
PASSERIFORMES,Calyptomenidae,Calyptomenidae,Calyptomenidae,Smithornis,Rufous-sided Broadbill,Smithornis rufolateralis,,,,,,
PASSERIFORMES,Calyptomenidae,Calyptomenidae,Calyptomenidae,Calyptomena,Green Broadbill,Calyptomena viridis,,,,,,
PASSERIFORMES,Calyptomenidae,Calyptomenidae,Calyptomenidae,Calyptomena,Hose's Broadbill,Calyptomena hosii,,,,,,
PASSERIFORMES,Calyptomenidae,Calyptomenidae,Calyptomenidae,Calyptomena,Whitehead's Broadbill,Calyptomena whiteheadi,,,,,,
PASSERIFORMES,Thamnophilidae,Euchrepomidinae,Euchrepomidinae,Euchrepomis,Yellow-rumped Antwren,Euchrepomis sharpei,,,,,,
PASSERIFORMES,Thamnophilidae,Euchrepomidinae,Euchrepomidinae,Euchrepomis,Rufous-rumped Antwren,Euchrepomis callinota,,,,,,
PASSERIFORMES,Thamnophilidae,Euchrepomidinae,Euchrepomidinae,Euchrepomis,Ash-winged Antwren,Euchrepomis spodioptila,,,,,,
PASSERIFORMES,Thamnophilidae,Euchrepomidinae,Euchrepomidinae,Euchrepomis,Chestnut-shouldered Antwren,Euchrepomis humeralis,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Microrhopiini,Myrmorchilus,Stripe-backed Antbird,Myrmorchilus strigilatus,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Microrhopiini,Aprositornis,Yapacana Antbird,Aprositornis disjuncta,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Microrhopiini,Ammonastes,Grey-bellied Antbird,Ammonastes pelzelni,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Microrhopiini,Myrmophylax,Black-throated Antbird,Myrmophylax atrothorax,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Microrhopiini,Microrhopias,Dot-winged Antwren,Microrhopias quixensis,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Microrhopiini,Neoctantes,Black Bushbird,Neoctantes niger,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Microrhopiini,Epinecrophylla,Checker-throated Antwren,Epinecrophylla fulviventris,0.56,"Karr et al. 1990, Greenburg and Gradwohl 1997",,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Microrhopiini,Epinecrophylla,Brown-bellied Antwren,Epinecrophylla gutturalis,0.86,Jullien and Clobert 2000,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Microrhopiini,Epinecrophylla,White-eyed Antwren,Epinecrophylla leucophthalma,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Microrhopiini,Epinecrophylla,Western Stipple-throated Antwren,Epinecrophylla haematonota,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Microrhopiini,Epinecrophylla,Eastern Stipple-throated Antwren,Epinecrophylla amazonica,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Microrhopiini,Epinecrophylla,Foothill Antwren,Epinecrophylla spodionota,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Microrhopiini,Epinecrophylla,Western Ornate Antwren,Epinecrophylla ornata,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Microrhopiini,Epinecrophylla,Eastern Ornate Antwren,Epinecrophylla hoffmannsi,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Microrhopiini,Epinecrophylla,Rufous-tailed Antwren,Epinecrophylla erythrura,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Microrhopiini,Clytoctantes,Recurve-billed Bushbird,Clytoctantes alixii,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Microrhopiini,Clytoctantes,Rondonia Bushbird,Clytoctantes atrogularis,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Formicivorini,Formicivora,Narrow-billed Antwren,Formicivora iheringi,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Formicivorini,Formicivora,Black-hooded Antwren,Formicivora erythronotos,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Formicivorini,Formicivora,Southern White-fringed Antwren,Formicivora grisea,0.78,Ricklefs et al. 2010,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Formicivorini,Formicivora,Northern White-fringed Antwren,Formicivora intermedia,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Formicivorini,Formicivora,Serra Antwren,Formicivora serrana,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Formicivorini,Formicivora,Black-bellied Antwren,Formicivora melanogaster,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Formicivorini,Formicivora,Rusty-backed Antwren,Formicivora rufa,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Formicivorini,Formicivora,Sincora Antwren,Formicivora grantsaui,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Formicivorini,Formicivora,Parana Antwren,Formicivora acutirostris,,,,,16.20,Marcos et al. 2015
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Formicivorini,Formicivora,Marsh Antwren,Formicivora paludicola,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Formicivorini,Myrmochanes,Black-and-white Antbird,Myrmochanes hemileucus,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Formicivorini,Myrmotherula,Pygmy Antwren,Myrmotherula brachyura,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Formicivorini,Myrmotherula,Moustached Antwren,Myrmotherula ignota,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Formicivorini,Myrmotherula,Yellow-throated Antwren,Myrmotherula ambigua,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Formicivorini,Myrmotherula,Sclater's Antwren,Myrmotherula sclateri,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Formicivorini,Myrmotherula,Guianan Streaked Antwren,Myrmotherula surinamensis,0.78,Ricklefs et al. 2010,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Formicivorini,Myrmotherula,Amazonian Streaked Antwren,Myrmotherula multostriata,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Formicivorini,Myrmotherula,Pacific Antwren,Myrmotherula pacifica,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Formicivorini,Myrmotherula,Cherrie's Antwren,Myrmotherula cherriei,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Formicivorini,Myrmotherula,Klages's Antwren,Myrmotherula klagesi,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Formicivorini,Myrmotherula,Stripe-chested Antwren,Myrmotherula longicauda,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Formicivorini,Myrmotherula,Silvery-flanked Antwren,Myrmotherula luctuosa,0.74,"Karr et al. 1990, Brawn et al. 1995, Johnston et al. 1997, Jullien and Thiollay 1998",,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Formicivorini,Myrmotherula,White-flanked Antwren,Myrmotherula axillaris,0.78,"Johnston et al. 1997,Jullien and Clobert 2000,Karr et al. 1990,Ricklefs et al. 2010",,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Formicivorini,Myrmotherula,Slaty Antwren,Myrmotherula schisticolor,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Formicivorini,Myrmotherula,Rio Suno Antwren,Myrmotherula sunensis,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Formicivorini,Myrmotherula,Salvadori's Antwren,Myrmotherula minor,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Formicivorini,Myrmotherula,Long-winged Antwren,Myrmotherula longipennis,0.57,Jullien and Clobert 2000,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Formicivorini,Myrmotherula,Band-tailed Antwren,Myrmotherula urosticta,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Formicivorini,Myrmotherula,Ihering's Antwren,Myrmotherula iheringi,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Formicivorini,Myrmotherula,Ashy Antwren,Myrmotherula grisea,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Formicivorini,Myrmotherula,Unicolored Antwren,Myrmotherula unicolor,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Formicivorini,Myrmotherula,Alagoas Antwren,Myrmotherula snowi,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Formicivorini,Myrmotherula,Plain-winged Antwren,Myrmotherula behni,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Formicivorini,Myrmotherula,Grey Antwren,Myrmotherula menetriesii,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Formicivorini,Myrmotherula,Leaden Antwren,Myrmotherula assimilis,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Formicivorini,Terenura,Orange-bellied Antwren,Terenura sicki,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Formicivorini,Terenura,Streak-capped Antwren,Terenura maculata,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Dichrozona,Banded Antbird,Dichrozona cincta,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Rhopias,Star-throated Antwren,Rhopias gularis,,,,,5.00,de Souza Lopes et al. 1980
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Isleria,Plain-throated Antwren,Isleria hauxwelli,0.82,Francis et al. 1999,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Isleria,Rufous-bellied Antwren,Isleria guttata,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Thamnomanes,Dusky-throated Antshrike,Thamnomanes ardesiacus,0.71,Jullien and Clobert 2000,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Thamnomanes,Saturnine Antshrike,Thamnomanes saturninus,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Thamnomanes,Cinereous Antshrike,Thamnomanes caesius,0.68,"Jullien and Thiollay 1998, Jullien and Clobert 2000",,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Thamnomanes,Bluish-slate Antshrike,Thamnomanes schistogynus,0.78,Francis et al. 1999,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Megastictus,Pearly Antshrike,Megastictus margaritatus,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Dysithamnus,Spot-breasted Antvireo,Dysithamnus stictothorax,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Dysithamnus,Plain Antvireo,Dysithamnus mentalis,,,,,10.50,Snow and Lill 1974
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Dysithamnus,Streak-crowned Antvireo,Dysithamnus striaticeps,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Dysithamnus,Spot-crowned Antvireo,Dysithamnus puncticeps,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Dysithamnus,Rufous-backed Antvireo,Dysithamnus xanthopterus,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Dysithamnus,Bicolored Antvireo,Dysithamnus occidentalis,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Dysithamnus,White-streaked Antvireo,Dysithamnus leucostictus,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Dysithamnus,Plumbeous Antvireo,Dysithamnus plumbeus,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Herpsilochmus,Caatinga Antwren,Herpsilochmus sellowi,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Herpsilochmus,Bahia Antwren,Herpsilochmus pileatus,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Herpsilochmus,Black-capped Antwren,Herpsilochmus atricapillus,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Herpsilochmus,Predicted Antwren,Herpsilochmus praedictus,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Herpsilochmus,Aripuana Antwren,Herpsilochmus stotzi,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Herpsilochmus,Creamy-bellied Antwren,Herpsilochmus motacilloides,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Herpsilochmus,Ash-throated Antwren,Herpsilochmus parkeri,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Herpsilochmus,Dugand's Antwren,Herpsilochmus dugandi,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Herpsilochmus,Spot-tailed Antwren,Herpsilochmus sticturus,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Herpsilochmus,Todd's Antwren,Herpsilochmus stictocephalus,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Herpsilochmus,Ancient Antwren,Herpsilochmus gentryi,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Herpsilochmus,Spot-backed Antwren,Herpsilochmus dorsimaculatus,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Herpsilochmus,Roraiman Antwren,Herpsilochmus roraimae,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Herpsilochmus,Pectoral Antwren,Herpsilochmus pectoralis,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Herpsilochmus,Large-billed Antwren,Herpsilochmus longirostris,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Herpsilochmus,Yellow-breasted Antwren,Herpsilochmus axillaris,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Herpsilochmus,Northern Rufous-winged Antwren,Herpsilochmus scapularis,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Herpsilochmus,Southern Rufous-winged Antwren,Herpsilochmus rufimarginatus,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Cymbilaimus,Fasciated Antshrike,Cymbilaimus lineatus,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Cymbilaimus,Bamboo Antshrike,Cymbilaimus sanctaemariae,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Taraba,Great Antshrike,Taraba major,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Hypoedaleus,Spot-backed Antshrike,Hypoedaleus guttatus,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Batara,Giant Antshrike,Batara cinerea,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Mackenziaena,Large-tailed Antshrike,Mackenziaena leachii,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Mackenziaena,Tufted Antshrike,Mackenziaena severa,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Frederickena,Black-throated Antshrike,Frederickena viridis,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Frederickena,Undulated Antshrike,Frederickena unduliger,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Sakesphorus,Black-crested Antshrike,Sakesphorus canadensis,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Sakesphorus,Streak-fronted Antshrike,Sakesphorus pulchellus,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Sakesphorus,Silvery-cheeked Antshrike,Sakesphorus cristatus,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Sakesphorus,Glossy Antshrike,Sakesphorus luctuosus,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Thamnophilus,Barred Antshrike,Thamnophilus doliatus,0.68,Ricklefs et al. 2010,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Thamnophilus,Southern Rufous-capped Antshrike,Thamnophilus ruficapillus,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Thamnophilus,Northern Rufous-capped Antshrike,Thamnophilus subfasciatus,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Thamnophilus,Rufous-winged Antshrike,Thamnophilus torquatus,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Thamnophilus,Chapman's Antshrike,Thamnophilus zarumae,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Thamnophilus,Bar-crested Antshrike,Thamnophilus multistriatus,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Thamnophilus,Lined Antshrike,Thamnophilus tenuepunctatus,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Thamnophilus,Chestnut-backed Antshrike,Thamnophilus palliatus,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Thamnophilus,Collared Antshrike,Thamnophilus bernardi,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Thamnophilus,Maranon Antshrike,Thamnophilus shumbae,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Thamnophilus,Black-hooded Antshrike,Thamnophilus bridgesi,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Thamnophilus,Black-crowned Antshrike,Thamnophilus atrinucha,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Thamnophilus,Plain-winged Antshrike,Thamnophilus schistaceus,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Thamnophilus,Mouse-colored Antshrike,Thamnophilus murinus,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Thamnophilus,Black Antshrike,Thamnophilus nigriceps,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Thamnophilus,Cocha Antshrike,Thamnophilus praecox,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Thamnophilus,Castelnau's Antshrike,Thamnophilus cryptoleucus,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Thamnophilus,Blackish-grey Antshrike,Thamnophilus nigrocinereus,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Thamnophilus,Northern Slaty Antshrike,Thamnophilus punctatus,0.77,"Karr et al. 1990,Ricklefs et al. 2010",,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Thamnophilus,Natterer's Slaty Antshrike,Thamnophilus stictocephalus,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Thamnophilus,Bolivian Slaty Antshrike,Thamnophilus sticturus,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Thamnophilus,Planalto Slaty Antshrike,Thamnophilus pelzelni,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Thamnophilus,Sooretama Slaty Antshrike,Thamnophilus ambiguus,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Thamnophilus,Variable Antshrike,Thamnophilus caerulescens,0.78,Ricklefs et al. 2010,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Thamnophilus,Uniform Antshrike,Thamnophilus unicolor,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Thamnophilus,White-shouldered Antshrike,Thamnophilus aethiops,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Thamnophilus,Upland Antshrike,Thamnophilus aroyae,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Thamnophilus,Black-backed Antshrike,Thamnophilus melanonotus,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Thamnophilus,Band-tailed Antshrike,Thamnophilus melanothorax,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Thamnophilus,Amazonian Antshrike,Thamnophilus amazonicus,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Thamnophilus,Streak-backed Antshrike,Thamnophilus insignis,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Thamnophilus,Acre Antshrike,Thamnophilus divisorius,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Biatas,White-bearded Antshrike,Biatas nigropectus,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Thamnophilini,Xenornis,Spiny-faced Antshrike,Xenornis setifrons,,,,,,
PASSERIFORMES,Thamnophilidae,Thamnophilinae,Pithyini,Cercomacra,Manu Antbird,Cercomacra manu,,,,,,
